latent_1,latent_2,group,domain_index,candidate_id
1.9669892,-1.2046179,Development,9309.0,
2.2372797,-1.4447235,Development,9310.0,
1.9554776,-1.2016845,Development,9311.0,
1.6464328,-0.9507669,Development,9313.0,
1.8863173,-1.2744123,Development,9314.0,
1.6804314,-0.9698335,Development,9315.0,
1.7687211,-1.0775354,Development,9316.0,
1.3491131,-0.929913,Development,9317.0,
1.5956029,0.5498378,Development,9318.0,
1.4028118,-0.521313,Development,9320.0,
1.2048851,-0.7467375,Development,9321.0,
1.9480236,-1.2117825,Development,9322.0,
1.19204,-0.6769226,Development,9323.0,
1.5485612,-0.75781333,Development,9324.0,
0.82530135,-0.35408446,Development,9325.0,
1.0532597,-0.26612654,Development,9326.0,
1.2977191,-0.5662982,Development,9327.0,
1.061918,-0.3403174,Development,9328.0,
1.4506296,0.4352318,Development,9329.0,
1.0414234,-0.21173757,Development,9330.0,
1.3492785,-0.5197554,Development,9331.0,
1.0085096,-0.28298116,Development,9332.0,
1.0284904,-0.24625783,Development,9333.0,
1.1472805,-0.31126806,Development,9334.0,
0.66841143,-0.25359005,Development,9335.0,
0.9382548,-0.44764793,Development,9337.0,
1.4950758,-0.9913437,Development,9338.0,
1.7823254,-1.0841811,Development,9339.0,
1.1201715,-0.6331053,Development,9340.0,
1.8652418,-1.0185527,Development,9341.0,
0.9794468,-0.5259376,Development,9343.0,
1.9505895,-1.3812819,Development,9344.0,
1.4243542,0.68821925,Development,9345.0,
1.4243542,0.68821925,Development,9346.0,
0.6312622,-0.24438798,Development,9347.0,
0.6241827,-0.23356605,Development,9348.0,
0.88913494,-0.41023132,Development,9349.0,
1.453492,-0.71626514,Development,9350.0,
1.2916291,-0.72779065,Development,9351.0,
1.5918025,-0.78599906,Development,9352.0,
1.9099385,-1.0808069,Development,9353.0,
1.6641362,-0.8039359,Development,9354.0,
1.9167691,-1.1270854,Development,9355.0,
1.2548585,-0.76839554,Development,9356.0,
1.5619651,-0.84409696,Development,9357.0,
1.630882,-1.0559216,Development,9358.0,
1.7610693,-1.1773266,Development,9359.0,
1.7827446,-1.2139807,Development,9360.0,
1.7949564,-1.1406529,Development,9361.0,
1.7926891,-1.1661347,Development,9362.0,
1.9379667,-1.0191405,Development,9363.0,
1.5640651,-0.7084546,Development,9364.0,
1.5933254,-0.8388883,Development,9365.0,
1.7305299,-1.1120249,Development,9366.0,
1.777413,-1.0832415,Development,9367.0,
1.6223675,-0.7242312,Development,9368.0,
1.4935353,-0.7032578,Development,9369.0,
1.5165818,-0.6926649,Development,9370.0,
1.1210892,-0.6288369,Development,9371.0,
1.0880065,-0.6058677,Development,9372.0,
1.607838,-0.6671741,Development,9373.0,
1.7062546,0.19578965,Development,9375.0,
1.7085181,0.19162272,Development,9376.0,
1.7216742,-1.0461074,Development,9379.0,
1.745035,-1.2079346,Development,9380.0,
1.7488621,-1.2209654,Development,9382.0,
1.1794254,-0.6606436,Development,9383.0,
1.744786,-1.0319976,Development,9384.0,
1.6671783,-0.042950764,Development,9385.0,
1.5995697,-1.0319239,Development,9386.0,
1.1489841,-0.61385745,Development,9387.0,
1.1432332,-0.62913007,Development,9388.0,
1.999046,-1.0829335,Development,9389.0,
1.7461284,-1.0271227,Development,9390.0,
1.7913219,-1.0519944,Development,9392.0,
1.7417508,-0.80802894,Development,9393.0,
1.7834994,-0.9857602,Development,9394.0,
1.9247562,-1.1060734,Development,9395.0,
1.7506849,-0.8071232,Development,9396.0,
2.15874,-0.6190117,Development,9397.0,
1.989082,-0.48245034,Development,9398.0,
2.1585805,-0.71190387,Development,9399.0,
2.3064053,-0.85038966,Development,9400.0,
2.3235626,-0.22330622,Development,9401.0,
2.4207623,-1.3331146,Development,9403.0,
2.047529,-0.46812448,Development,9404.0,
1.8392521,-0.8253038,Development,9405.0,
2.471555,0.6903322,Development,9406.0,
2.306568,0.66574585,Development,9407.0,
2.3604026,0.75994015,Development,9408.0,
2.463616,0.64312476,Development,9409.0,
2.4247754,0.56797713,Development,9410.0,
2.3117995,0.665656,Development,9411.0,
2.157264,0.40395942,Development,9412.0,
2.2127135,0.3743371,Development,9413.0,
2.245709,0.5143131,Development,9414.0,
1.3362634,-0.7083299,Development,9416.0,
1.6907833,-1.0108333,Development,9418.0,
1.8813477,-1.2743495,Development,9419.0,
1.8891932,-1.3199904,Development,9420.0,
1.8330361,-1.1352211,Development,9421.0,
2.332377,-0.49012816,Development,9422.0,
2.3268158,-0.35676277,Development,9423.0,
2.511099,-0.10765205,Development,9424.0,
1.9692541,-1.1556424,Development,9427.0,
1.7924205,-1.1268566,Development,9428.0,
1.7457329,-1.0242875,Development,9429.0,
2.0425406,-0.65555596,Development,9430.0,
1.865259,-1.0917225,Development,9431.0,
2.0435345,-1.2712991,Development,9432.0,
1.8353863,-1.1317675,Development,9433.0,
1.7840284,-0.901685,Development,9434.0,
2.4132314,-1.4523157,Development,9435.0,
2.0731409,-1.2063341,Development,9436.0,
2.2142467,-1.3998758,Development,9437.0,
2.211533,-1.4009293,Development,9438.0,
2.2341642,-1.462654,Development,9439.0,
2.1075866,-1.2378007,Development,9440.0,
2.5532389,-0.53453326,Development,9441.0,
2.597409,-0.38512278,Development,9442.0,
2.7192874,-0.16253723,Development,9443.0,
2.1885192,-1.1963768,Development,9444.0,
2.4459774,-1.4909016,Development,9445.0,
2.214584,-1.2062008,Development,9446.0,
1.9787745,-1.1191612,Development,9447.0,
1.991784,-1.1039699,Development,9448.0,
2.2963476,-0.75342697,Development,9449.0,
2.1894836,-1.2572161,Development,9450.0,
2.5933785,-1.5518981,Development,9452.0,
2.1456678,-1.419882,Development,9453.0,
2.1177707,-1.404978,Development,9454.0,
1.9269569,-1.161931,Development,9455.0,
2.025652,-0.9182652,Development,9456.0,
1.5103172,-0.82779115,Development,9457.0,
1.9349247,-1.0782646,Development,9458.0,
1.7429329,-1.3257248,Development,9459.0,
2.069567,-1.4564929,Development,9460.0,
2.1998425,-1.2241383,Development,9461.0,
1.696018,-1.1477778,Development,9462.0,
2.1649811,-1.1885644,Development,9463.0,
1.5685059,-1.022287,Development,9464.0,
2.180286,-0.6995622,Development,9466.0,
1.7325326,-0.38991755,Development,9467.0,
1.8455764,-0.39893523,Development,9468.0,
1.9368335,-0.031844977,Development,9469.0,
2.2889473,-0.5281424,Development,9470.0,
1.7676148,-0.49811766,Development,9471.0,
2.1429224,0.18200342,Development,9472.0,
2.3314137,0.5184426,Development,9473.0,
2.6819994,0.47738558,Development,9474.0,
2.0163162,-0.24162672,Development,9475.0,
1.9857513,-0.21190588,Development,9476.0,
2.012207,-0.19797157,Development,9477.0,
2.01779,-0.029014334,Development,9478.0,
2.4248805,-0.5209681,Development,9479.0,
2.5840464,-0.23879515,Development,9480.0,
2.0898495,0.084193364,Development,9481.0,
2.1264622,0.043100014,Development,9482.0,
2.032492,-0.16761862,Development,9483.0,
2.6761348,0.5523121,Development,9484.0,
2.0248418,-0.17568927,Development,9485.0,
2.25828,0.23181358,Development,9486.0,
2.2958498,0.24887988,Development,9487.0,
2.7971408,0.4029682,Development,9488.0,
2.7024586,0.6063771,Development,9489.0,
2.2068408,0.12760918,Development,9490.0,
2.4071534,0.6778729,Development,9491.0,
2.8354633,0.8423073,Development,9492.0,
1.9533609,-0.9032926,Development,9493.0,
1.9746546,-1.2304333,Development,9494.0,
2.2826092,-1.1412438,Development,9495.0,
1.7635626,-1.0431052,Development,9496.0,
1.955235,-1.2456207,Development,9497.0,
2.4812353,-1.5215658,Development,9498.0,
2.2229328,-1.2105529,Development,9499.0,
2.055405,-1.171862,Development,9500.0,
1.521668,-0.89817774,Development,9501.0,
1.5250818,-0.8455555,Development,9502.0,
1.9735414,-1.1009356,Development,9503.0,
2.1549158,-1.5345472,Development,9504.0,
2.2490795,-1.2808855,Development,9505.0,
1.7510117,-1.2132354,Development,9506.0,
1.5478595,-0.85440135,Development,9507.0,
2.1045773,-1.4384719,Development,9508.0,
2.128962,-1.4801543,Development,9509.0,
2.2459579,-1.2594715,Development,9510.0,
1.7372221,-1.1194941,Development,9511.0,
1.8493648,-0.4921299,Development,9512.0,
2.2596304,-0.38681147,Development,9513.0,
2.0864103,-0.0865154,Development,9514.0,
1.8022544,-0.51914203,Development,9515.0,
2.0609236,-0.19854544,Development,9516.0,
2.0908282,-0.16868101,Development,9517.0,
2.3377743,0.22422028,Development,9518.0,
2.115581,-0.12130122,Development,9519.0,
2.296396,0.13634531,Development,9520.0,
2.061673,-0.9795257,Development,9522.0,
1.9970653,-1.2732651,Development,9523.0,
1.7292753,-1.1939659,Development,9524.0,
2.0997171,-0.30609572,Development,9525.0,
2.3244395,0.070913956,Development,9526.0,
2.1216202,-1.0515258,Development,9527.0,
2.121655,-1.4670147,Development,9528.0,
2.1536443,-1.0807654,Development,9529.0,
1.6032052,-0.9190318,Development,9530.0,
1.8678858,-0.48825422,Development,9531.0,
2.2447283,-1.0511644,Development,9532.0,
1.6801231,-0.9564005,Development,9534.0,
2.1152642,-1.0237012,Development,9535.0,
1.8785499,-0.8940691,Development,9536.0,
1.9196912,-0.9133004,Development,9537.0,
2.07716,0.107116476,Development,9538.0,
2.111418,0.425668,Development,9539.0,
1.9007138,0.10028936,Development,9540.0,
1.8875296,0.07204288,Development,9542.0,
1.9805824,0.29464105,Development,9543.0,
1.9763212,0.28767064,Development,9544.0,
2.118435,0.43340716,Development,9545.0,
2.0217514,0.27203023,Development,9546.0,
2.0394363,0.3885862,Development,9547.0,
1.9400594,0.23302826,Development,9548.0,
1.9407103,0.21966866,Development,9549.0,
2.0029142,0.19289038,Development,9550.0,
2.0613544,0.3890798,Development,9551.0,
2.051471,0.39860237,Development,9552.0,
2.1293468,0.32669055,Development,9553.0,
2.0701456,0.4028851,Development,9555.0,
2.0554729,0.3242148,Development,9556.0,
1.9393172,0.20271334,Development,9557.0,
1.9633869,0.21766335,Development,9558.0,
2.0691226,0.45511132,Development,9559.0,
2.0510035,0.36221194,Development,9560.0,
2.053879,0.40913427,Development,9561.0,
1.9631321,-0.17428234,Development,9562.0,
2.0180912,-0.06749225,Development,9563.0,
1.1299375,-0.5824936,Development,9564.0,
1.7847918,-1.0058604,Development,9565.0,
1.5462714,-0.7115743,Development,9566.0,
1.9474039,-1.210305,Development,9567.0,
1.3900056,-0.8231553,Development,9569.0,
1.6872722,-0.9379729,Development,9570.0,
1.7477621,-0.99812174,Development,9571.0,
2.0625663,-0.09266247,Development,9572.0,
2.3330278,-0.26933134,Development,9573.0,
1.740598,-1.2083504,Development,9574.0,
2.3288488,-1.3804016,Development,9575.0,
1.8155693,-0.9539493,Development,9576.0,
1.8779343,-1.0034137,Development,9577.0,
1.9738992,-1.0468931,Development,9578.0,
1.839363,-0.92002106,Development,9580.0,
1.9280689,-0.97015715,Development,9581.0,
1.4255774,-0.6927198,Development,9582.0,
1.6998342,-0.23654012,Development,9583.0,
1.401879,-0.76544005,Development,9584.0,
1.8048118,-1.3579483,Development,9585.0,
1.3775927,-0.8419977,Development,9586.0,
1.49546,-1.1059712,Development,9587.0,
1.6365843,-1.077619,Development,9588.0,
1.7835729,0.22686145,Development,9589.0,
1.690082,-0.9617796,Development,9591.0,
1.4151098,-0.9521093,Development,9592.0,
1.777299,-1.0185536,Development,9593.0,
0.9922071,-0.5721939,Development,9594.0,
1.4457281,-0.8008547,Development,9595.0,
1.7619036,0.2651065,Development,9596.0,
1.7653263,-1.3258853,Development,9597.0,
1.7127615,-0.4185128,Development,9598.0,
1.5003104,0.3870731,Development,9599.0,
1.5089868,0.33605963,Development,9600.0,
1.4775219,0.32388443,Development,9601.0,
1.4684048,0.24464338,Development,9602.0,
1.690392,0.8799944,Development,9604.0,
1.7637285,0.79912513,Development,9605.0,
1.8713732,0.99827325,Development,9606.0,
2.092971,0.777836,Development,9607.0,
2.1915312,0.94230324,Development,9608.0,
2.2377977,1.1258519,Development,9609.0,
1.6311383,0.51626074,Development,9610.0,
1.8750148,-0.2083496,Development,9611.0,
2.0966525,0.8916763,Development,9612.0,
1.6905353,0.58909893,Development,9613.0,
1.6459517,0.5727667,Development,9614.0,
1.7475206,0.6043464,Development,9615.0,
2.0131233,-0.03047666,Development,9616.0,
2.2454798,0.7399198,Development,9617.0,
1.596122,0.51250434,Development,9619.0,
1.6533537,0.48454845,Development,9620.0,
2.1827464,0.79765594,Development,9621.0,
2.3372579,1.276723,Development,9622.0,
1.7073673,0.6504389,Development,9623.0,
1.8235224,0.88979983,Development,9624.0,
1.6619995,0.5928349,Development,9625.0,
1.6476644,-0.3959602,Development,9626.0,
2.1476479,0.9020574,Development,9627.0,
1.4355737,0.17699541,Development,9628.0,
1.3442888,0.20754711,Development,9629.0,
1.6532348,-0.20835118,Development,9630.0,
1.7104926,0.6416804,Development,9631.0,
1.8026512,0.8126933,Development,9632.0,
1.3481497,-0.7029131,Development,9634.0,
1.3236669,-0.69340885,Development,9635.0,
1.2930888,-0.6674153,Development,9636.0,
1.2930888,-0.6674153,Development,9637.0,
1.4150907,-0.725284,Development,9638.0,
1.4150907,-0.725284,Development,9639.0,
1.8105062,-1.2290878,Development,9640.0,
1.8105062,-1.2290878,Development,9641.0,
1.3458431,-0.69948804,Development,9642.0,
1.4310502,-0.7427639,Development,9643.0,
1.463003,-0.7713114,Development,9644.0,
1.5240165,-0.7744744,Development,9645.0,
1.90573,-1.2973111,Development,9646.0,
1.4310502,-0.7427639,Development,9647.0,
1.488688,-0.8320979,Development,9648.0,
1.6157027,-0.98565155,Development,9649.0,
1.5240165,-0.7744744,Development,9650.0,
1.90573,-1.2973111,Development,9651.0,
1.9518064,-1.3122486,Development,9652.0,
1.7679245,-1.023767,Development,9653.0,
1.9557468,0.017239083,Development,9654.0,
1.5100063,-0.84560484,Development,9655.0,
1.4912502,-0.81558347,Development,9657.0,
1.8016831,-0.99273556,Development,9658.0,
1.7764224,-0.87809336,Development,9659.0,
1.906496,-1.1005563,Development,9660.0,
1.761894,-1.0454926,Development,9661.0,
1.7614434,-1.0400639,Development,9662.0,
1.7380401,-0.94113183,Development,9663.0,
1.9708716,-1.25478,Development,9664.0,
1.5419674,-0.8852006,Development,9665.0,
1.5354152,-0.8176579,Development,9666.0,
1.4642992,-0.81016153,Development,9667.0,
1.662122,-1.1022102,Development,9668.0,
1.9705651,-1.3476807,Development,9669.0,
1.9065326,-1.2190388,Development,9670.0,
2.0582674,-1.4909922,Development,9671.0,
1.7181877,-1.1554537,Development,9672.0,
1.6185136,-0.93028486,Development,9673.0,
1.9495256,-1.3543236,Development,9674.0,
1.891955,-1.1623135,Development,9675.0,
2.0032794,-1.3897885,Development,9676.0,
1.9339162,-0.4201987,Development,9677.0,
2.0200908,-0.3036835,Development,9678.0,
2.1188655,-0.11613557,Development,9679.0,
1.94574,-0.5073237,Development,9680.0,
2.1888294,-0.35905027,Development,9681.0,
2.2695873,-0.32332748,Development,9682.0,
2.3456457,-0.12977819,Development,9683.0,
2.2235522,-0.31778616,Development,9684.0,
2.4432878,0.079195365,Development,9685.0,
2.2350435,-0.2556957,Development,9686.0,
2.2611196,-0.392309,Development,9687.0,
2.4336991,0.06277761,Development,9688.0,
2.4081988,-0.011066422,Development,9689.0,
2.0295553,-0.45329517,Development,9690.0,
2.1335099,-0.31173974,Development,9691.0,
1.7192808,-0.9263033,Development,9692.0,
2.097694,-1.3639404,Development,9693.0,
1.9641517,-1.378375,Development,9694.0,
1.9851241,-1.4292725,Development,9695.0,
1.9449891,-1.2427129,Development,9696.0,
2.3656976,-0.52025056,Development,9697.0,
2.4112895,-0.43615425,Development,9698.0,
2.5913594,-0.1673529,Development,9699.0,
2.0343363,-1.2255648,Development,9700.0,
2.1138375,-1.3768734,Development,9701.0,
2.0994122,-1.2809985,Development,9702.0,
1.8999324,-1.1861352,Development,9703.0,
1.8827835,-1.1796796,Development,9704.0,
1.8057553,-1.1156317,Development,9705.0,
1.8314372,-1.1292605,Development,9706.0,
2.1449869,-0.75091916,Development,9707.0,
2.1330092,-1.353609,Development,9708.0,
1.8547137,-1.1424356,Development,9709.0,
2.2075841,-1.3364103,Development,9710.0,
2.2401922,-1.4205898,Development,9711.0,
1.6896237,-0.54878986,Development,9712.0,
1.7299788,-1.036185,Development,9714.0,
1.4886242,-0.8129287,Development,9715.0,
1.4178345,-0.7416955,Development,9716.0,
2.3822823,-0.09491257,Development,9717.0,
1.8450419,-0.03969278,Development,9718.0,
1.7557967,-0.9807406,Development,9719.0,
1.6356796,-0.9108999,Development,9720.0,
1.7267655,-1.0245601,Development,9721.0,
1.6538231,-0.911595,Development,9722.0,
1.8354243,-1.0698481,Development,9723.0,
1.9067267,-1.0381309,Development,9724.0,
1.9535756,-0.5619599,Development,9725.0,
2.2788622,-0.2491632,Development,9726.0,
1.9911156,-0.51516193,Development,9727.0,
1.9020883,-1.2808977,Development,9728.0,
1.853721,-1.1526138,Development,9729.0,
2.276637,-0.43330538,Development,9730.0,
1.8752179,-1.1172938,Development,9731.0,
1.9682535,-1.1662819,Development,9732.0,
2.3061955,-1.4988186,Development,9733.0,
1.9908754,-1.1884189,Development,9734.0,
1.8400506,-1.0884132,Development,9735.0,
2.3792672,-0.49405336,Development,9736.0,
2.0308433,-1.1809309,Development,9737.0,
2.3761456,-1.5493811,Development,9738.0,
2.1393,-1.25375,Development,9739.0,
1.3004292,-0.6779622,Development,9742.0,
1.7762021,-1.0613456,Development,9743.0,
1.7377957,-0.9426846,Development,9744.0,
1.8654659,-1.1577274,Development,9745.0,
1.7400758,-1.0494921,Development,9746.0,
1.7679048,-1.0541854,Development,9747.0,
1.7681048,-1.0588537,Development,9748.0,
1.5397063,-0.81614655,Development,9749.0,
1.6430606,-1.0143116,Development,9750.0,
1.3332524,-0.73669535,Development,9751.0,
1.3370591,-0.73647046,Development,9752.0,
1.2753158,-0.6758011,Development,9753.0,
1.469439,-0.9199904,Development,9754.0,
1.4423794,-0.9205785,Development,9755.0,
1.8159832,-1.2890776,Development,9756.0,
1.4866971,-1.0041109,Development,9757.0,
1.5432273,-0.4080859,Development,9758.0,
1.4322984,-0.7916227,Development,9759.0,
1.788109,-1.2257859,Development,9760.0,
1.7297151,-0.2657787,Development,9761.0,
1.9375662,-0.2515776,Development,9762.0,
1.9243377,0.032026153,Development,9763.0,
1.6961576,-0.29489025,Development,9764.0,
1.9406867,-0.17510085,Development,9765.0,
1.9458776,-0.07996385,Development,9766.0,
2.03512,0.111777976,Development,9767.0,
1.9726822,-0.13279258,Development,9768.0,
2.1632953,0.27528638,Development,9769.0,
1.9570032,-0.07367872,Development,9770.0,
1.9369165,-0.18660377,Development,9771.0,
2.094455,0.20481361,Development,9772.0,
2.1522844,0.18341918,Development,9773.0,
1.7270814,-0.2824313,Development,9774.0,
1.8568101,-0.14368711,Development,9775.0,
1.5051647,-0.78685486,Development,9776.0,
1.7294192,-1.0332884,Development,9777.0,
1.8681854,-1.3203324,Development,9778.0,
1.8986295,-1.3565676,Development,9779.0,
1.9060118,-1.2713536,Development,9780.0,
2.3619118,-0.49426812,Development,9781.0,
2.5390224,-0.52690595,Development,9782.0,
2.589443,-0.14576896,Development,9783.0,
2.0852144,-1.3493965,Development,9784.0,
1.9813017,-1.1998338,Development,9785.0,
1.8239336,-1.0876651,Development,9786.0,
1.7808753,-1.1276363,Development,9787.0,
1.7354113,-1.0045959,Development,9788.0,
1.7472606,-1.0422626,Development,9789.0,
1.7656544,-1.0005093,Development,9790.0,
2.0506234,-0.69457763,Development,9791.0,
2.1470816,-1.3743514,Development,9792.0,
1.7562021,-1.1251879,Development,9793.0,
2.0995357,-1.2782845,Development,9794.0,
2.1410744,-1.3368837,Development,9795.0,
1.7781488,-1.0451076,Development,9797.0,
1.3044301,-0.67543167,Development,9798.0,
1.3354207,-0.6124571,Development,9799.0,
1.3515853,-0.6536216,Development,9800.0,
1.5679423,-0.80780905,Development,9802.0,
1.6276114,-0.29579657,Development,9803.0,
1.9368865,-0.015305623,Development,9804.0,
1.6651515,-0.24899857,Development,9805.0,
1.4117008,-0.44542068,Development,9806.0,
1.4865607,-0.8761866,Development,9807.0,
1.5038124,-0.8952184,Development,9809.0,
1.602155,-0.7853052,Development,9810.0,
1.9001855,-1.1799654,Development,9812.0,
1.7520458,-1.0741189,Development,9813.0,
1.3738308,-0.7711061,Development,9814.0,
1.4407781,-0.84883976,Development,9815.0,
1.3534526,-0.7554565,Development,9816.0,
1.6401329,-0.558251,Development,9819.0,
2.047665,-0.27993387,Development,9821.0,
1.6717279,-0.9125414,Development,9822.0,
2.3526554,-1.638041,Development,9823.0,
2.1202068,-1.2923262,Development,9824.0,
1.9877572,-1.3287861,Development,9825.0,
1.5377839,-0.891865,Development,9827.0,
1.5450848,-0.90774566,Development,9829.0,
1.4950289,-0.7797269,Development,9830.0,
1.4607317,-0.8473673,Development,9831.0,
1.300035,-0.69639236,Development,9832.0,
1.2906191,-0.62572956,Development,9833.0,
1.5319257,-0.76385176,Development,9834.0,
1.3095969,-0.62469745,Development,9835.0,
1.441849,-0.45861256,Development,9837.0,
1.5320837,-0.7729068,Development,9838.0,
1.3999655,-0.85973406,Development,9840.0,
1.919847,-1.2312331,Development,9841.0,
1.3964263,-0.83454514,Development,9842.0,
1.6492171,-0.970701,Development,9843.0,
1.695773,-1.112009,Development,9844.0,
1.8912809,-0.96768576,Development,9845.0,
1.4883474,-0.81252074,Development,9846.0,
1.944346,-1.3330114,Development,9848.0,
1.9877936,-1.3907834,Development,9849.0,
2.4554584,-0.6811157,Development,9850.0,
2.5301597,-0.5408543,Development,9851.0,
2.6737013,-0.3302024,Development,9852.0,
2.2374866,-1.5526822,Development,9853.0,
2.4475493,-1.622563,Development,9854.0,
2.2898033,-1.5790979,Development,9855.0,
2.268114,-1.5444041,Development,9856.0,
1.9272965,-1.2694318,Development,9857.0,
2.2339077,-0.9014695,Development,9858.0,
2.2274756,-1.3267289,Development,9859.0,
2.3357723,-1.4956068,Development,9860.0,
2.3411217,-1.5111676,Development,9861.0,
1.296845,-0.65812576,Development,9862.0,
1.8010985,-1.0976821,Development,9863.0,
2.06207,-1.1995785,Development,9864.0,
2.1581612,-1.4407318,Development,9865.0,
1.5005751,-0.43133932,Development,9866.0,
1.3141227,-0.7444817,Development,9867.0,
1.8862233,-1.0047629,Development,9868.0,
1.3124906,-0.7298014,Development,9869.0,
1.5079486,-0.95936936,Development,9870.0,
1.5226244,-1.0336185,Development,9871.0,
1.4737386,-0.8817334,Development,9872.0,
1.9122496,-0.14274387,Development,9873.0,
2.117355,0.1876858,Development,9874.0,
1.5690099,-0.85381037,Development,9875.0,
1.6372789,-0.9920465,Development,9876.0,
2.1143584,-1.4171909,Development,9877.0,
1.8783599,-1.1383843,Development,9878.0,
1.6752673,-1.0558367,Development,9880.0,
1.671269,-0.39012602,Development,9881.0,
1.6716467,-0.9754302,Development,9882.0,
1.3292443,-0.745311,Development,9883.0,
1.7163082,-0.9820446,Development,9884.0,
1.7541684,-1.0415735,Development,9885.0,
1.5721077,-0.8543255,Development,9886.0,
1.9412526,-1.1713853,Development,9887.0,
1.6770533,-1.0648197,Development,9888.0,
1.3875202,-0.7129699,Development,9889.0,
1.9028791,-1.1890479,Development,9890.0,
1.426084,-0.4998715,Development,9891.0,
1.5273266,-0.9863519,Development,9892.0,
1.5287609,-1.0505872,Development,9893.0,
1.5931946,-0.64975387,Development,9894.0,
1.8966526,-0.15986995,Development,9895.0,
1.9636909,-0.08267449,Development,9896.0,
2.1309705,0.21603823,Development,9897.0,
1.5788234,-0.8511868,Development,9898.0,
2.1100874,-1.4059348,Development,9899.0,
1.8780912,-1.1411134,Development,9900.0,
1.7055709,-1.0682224,Development,9901.0,
1.6820986,-1.0687222,Development,9902.0,
1.2930888,-0.6674153,Development,9903.0,
1.503033,-0.7844771,Development,9904.0,
1.50515,-0.796819,Development,9905.0,
1.4150907,-0.725284,Development,9906.0,
1.3635654,-0.7085447,Development,9907.0,
1.2798927,-0.6795293,Development,9909.0,
1.323734,-0.6811202,Development,9910.0,
1.378665,-0.62308943,Development,9911.0,
1.9719782,-1.286411,Development,9914.0,
1.9021119,-1.1925793,Development,9915.0,
2.044015,-1.4230953,Development,9916.0,
1.9451647,-1.3464051,Development,9917.0,
1.8165885,-1.2364312,Development,9918.0,
1.6234081,-1.0914106,Development,9919.0,
1.5339226,-0.98887646,Development,9920.0,
1.5188981,-0.99013245,Development,9921.0,
1.4336551,-0.9188144,Development,9923.0,
1.4569256,-0.9097061,Development,9924.0,
2.0451474,-1.3412623,Development,9925.0,
1.7143742,-1.0219657,Development,9926.0,
1.8176119,-1.2552742,Development,9927.0,
1.5030614,-0.98855305,Development,9928.0,
1.5453897,-0.9477153,Development,9929.0,
1.5791476,-1.0589285,Development,9930.0,
1.9865645,-1.3764505,Development,9931.0,
1.8197786,-1.0011026,Development,9932.0,
1.8675086,-1.2942008,Development,9933.0,
1.9178975,-0.5216633,Development,9934.0,
1.9817702,-0.40088174,Development,9935.0,
2.0914319,-0.21548027,Development,9936.0,
1.9220287,-0.6036711,Development,9937.0,
2.023916,-0.371207,Development,9938.0,
2.0720701,-0.30709863,Development,9939.0,
2.1657512,-0.13601147,Development,9940.0,
2.2931845,0.03400652,Development,9942.0,
2.0864723,-0.23699616,Development,9943.0,
2.0776515,-0.38402206,Development,9944.0,
2.245126,-0.029431447,Development,9945.0,
2.2406135,-0.017037466,Development,9946.0,
1.8798254,-0.47305185,Development,9947.0,
2.2350097,-1.623347,Development,9949.0,
1.74303,-1.2013369,Development,9950.0,
1.7682177,-1.2454036,Development,9951.0,
1.896736,-1.360165,Development,9952.0,
2.4454126,-0.7007091,Development,9953.0,
2.6632738,-0.3341751,Development,9954.0,
1.9891886,-1.3318615,Development,9955.0,
1.7907257,-1.2450837,Development,9956.0,
2.2730076,-1.6494071,Development,9957.0,
2.0460067,-1.3881226,Development,9958.0,
1.8734972,-1.3251876,Development,9959.0,
1.8371003,-1.302047,Development,9960.0,
2.0965118,-0.87382454,Development,9961.0,
2.0800228,-1.4575276,Development,9962.0,
1.8158287,-1.2880195,Development,9963.0,
2.1521673,-1.4676621,Development,9964.0,
2.1872265,-1.5313072,Development,9965.0,
1.4646679,-0.9473006,Development,9966.0,
1.4934657,-0.9045226,Development,9967.0,
1.7308987,-1.0622274,Development,9968.0,
1.7907286,-0.5720224,Development,9969.0,
2.10024,-0.3167525,Development,9970.0,
1.6922741,-1.121935,Development,9971.0,
1.8103389,-1.136141,Development,9972.0,
2.3970766,-1.7030268,Development,9973.0,
2.094793,-1.3926562,Development,9974.0,
1.4598699,-0.9700545,Development,9975.0,
1.6420695,-1.1036284,Development,9976.0,
1.7711047,-1.2301146,Development,9977.0,
1.8691319,-1.1956322,Development,9979.0,
1.8864032,-1.2320187,Development,9980.0,
2.4504137,-1.7329017,Development,9981.0,
2.1966996,-1.491045,Development,9982.0,
2.065036,-1.5270922,Development,9983.0,
1.673928,-1.1059693,Development,9984.0,
1.4863247,-0.94034743,Development,9986.0,
1.779291,-1.102953,Development,9988.0,
2.2551057,-0.34125727,Development,9989.0,
2.28146,-0.25448722,Development,9990.0,
2.4323716,-0.030751616,Development,9991.0,
2.425737,-1.6574078,Development,9992.0,
1.9400693,-1.2541772,Development,9993.0,
2.027764,-1.3364766,Development,9994.0,
2.0041504,-1.3028193,Development,9995.0,
2.1334074,-0.39288735,Development,9997.0,
1.7849096,-1.0579879,Development,9998.0,
1.8478878,-1.2034463,Development,10000.0,
1.7609229,-1.1564853,Development,10001.0,
1.8224168,-1.2686937,Development,10002.0,
1.8658252,-1.3188331,Development,10003.0,
1.9010886,-1.2832302,Development,10004.0,
2.3284147,-0.61144054,Development,10005.0,
2.4031646,-0.48908544,Development,10006.0,
2.5417492,-0.26567554,Development,10007.0,
2.2620735,-1.6100099,Development,10008.0,
